"case","event","startTime","completeTime"
"case_91","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_94","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_94","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_94","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_94","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_94","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_94","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_94","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_94","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_94","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_94","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_94","S8","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_94","S10","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_94","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_94","S14","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_94","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_23","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_23","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_23","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_23","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_23","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_23","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_23","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_23","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_23","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_23","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_23","S8","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_23","S10","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_23","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_23","S14","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_23","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_82","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_82","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_82","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_82","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_82","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_82","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_82","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_82","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_82","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_82","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_82","S8","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_82","S10","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_82","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_82","S14","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_82","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_34","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_34","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_34","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_34","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_34","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_34","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_34","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_34","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_34","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_34","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_34","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_34","S16","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_34","S17","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_34","S19","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_34","S23","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_34","S24","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_50","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_50","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_50","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_50","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_50","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_50","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_50","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_50","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_50","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_50","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_50","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_50","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_50","S4","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_50","S5","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_50","S6","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_50","S7","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_50","S8","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_50","S10","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_50","S13","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_50","S14","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_50","S24","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_58","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_58","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_58","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_58","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_58","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_58","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_58","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_58","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_58","S17","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_58","S18","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_58","S23","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_58","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_68","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_68","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_68","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_68","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_68","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_68","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_68","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_68","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_68","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_63","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_63","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_63","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_63","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_63","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_63","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_63","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_63","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_63","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_63","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_63","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_63","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_63","S19","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_63","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_63","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_79","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_79","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_79","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_79","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_79","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_79","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_79","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_79","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_79","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_79","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_79","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_79","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_79","S18","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_79","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_79","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_8","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_8","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_8","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_8","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_8","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_8","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_8","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_8","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_8","S17","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_8","S18","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_8","S23","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_8","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
